"Designator","Description","LibReference","Footprint","FootprintDescription","Sheet","SourceUniqueId","ItemGUID","ItemRevisionGUID","Layer"
"R50","RES, 205 k, 1%, 0.063 W, AEC-Q200 Grade 0, 0402","CMP-0026160-2","0402","","4.Power","FJAFVXAW","","","TOP"
"R51","10K 0.063W 1% 0402 (1005 Metric)  SMD","CMP-009-00066-2","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","4.Power","YOMIXCXI","316EDCAE-BCC3-473D-BC74-DB8CF9BC8C43","CE5B95AE-C33F-482A-91C8-7FF8BA0A7129","TOP"
"R52","Chip Resistor, 100 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0603 (1608 Metric)","CMP-009-00023-5","RESC1608X55X25ML10T15","Chip Resistor, 2-Leads, Body 1.70x0.90mm, IPC Low Density","4.Power","RQUUSIMC","95055128-38A3-4D2A-8451-2D649817FD8D","CAF286BD-2993-4BDD-922B-72ECF5C7AEEE","TOP"
"R53","Chip Resistor, 200 kOhms, +/-1 %, 63 mW, -55 to 155 degC, 0402","CMP-009-00163-3","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","4.Power","HJVFXIGL","1F5B1AB2-6A1C-40A3-ADF3-0DD4F6DF45C3","517981CC-857F-4542-9AB3-F9AC60FEA47D","TOP"
"R54","RES, 75.0 k, 0.5%, 0.1 W, 0603","CMP-0025557-3","0603","","4.Power","CSWRPRZU","","","TOP"
"R55","RES, 56, 5%, 0.063 W, AEC-Q200 Grade 0, 0402","CMP-0026950-3","0402","","4.Power","UZUNNEGB","","","BOTTOM"
"R59","RES, 39, 5%, 0.063 W, AEC-Q200 Grade 0, 0402","CMP-0026916-3","0402","","2.Support","GQOUZZDZ","","","TOP"
"R62","RES, 2.2 k, 5%, 0.063 W, AEC-Q200 Grade 0, 0402","CMP-0026890-5","0402","","2.Support","XCXVRYBX","","","BOTTOM"
"R63","RES, 2.2 k, 5%, 0.063 W, AEC-Q200 Grade 0, 0402","CMP-0026890-5","0402","","2.Support","RDKGPKPH","","","TOP"
"R64","RES, 10.0 k, 1%, 0.063 W, 0402","CMP-0078669-1","0402","","2.Support","ZSBCADQG","","","TOP"
"R66","RES, 680, 5%, 0.063 W, AEC-Q200 Grade 0, 0402","CMP-0026962-3","0402","","2.Support","REEOOVGQ","","","TOP"
"R67","RES, 680, 5%, 0.063 W, AEC-Q200 Grade 0, 0402","CMP-0026962-3","0402","","2.Support","WWVKADNY","","","TOP"
"R68","RES, 2.2 k, 5%, 0.063 W, AEC-Q200 Grade 0, 0402","CMP-0026890-5","0402","","2.Support","KBOWVRWT","","","TOP"
"R69","RES, 1.5 M, 5%, 0.063 W, AEC-Q200 Grade 0, 0402","CMP-0026863-2","0402","","2.Support","AVTHHWZP","","","TOP"
"R70","RES, 1.5 M, 5%, 0.063 W, AEC-Q200 Grade 0, 0402","CMP-0026863-2","0402","","2.Support","DJUKRPEG","","","TOP"
"R71","RES, 2.2 k, 5%, 0.063 W, AEC-Q200 Grade 0, 0402","CMP-0026890-5","0402","","2.Support","OUUBTXRY","","","TOP"
"R72","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","2.Support","YMRBRVRS","","","TOP"
"R73","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","2.Support","MJKXOFUA","","","BOTTOM"
"R74","RES, 56 k, 5%, 0.063 W, AEC-Q200 Grade 0, 0402","CMP-0026949-3","0402","","2.Support","BCSIOETK","","","TOP"
"R75","RES, 56 k, 5%, 0.063 W, AEC-Q200 Grade 0, 0402","CMP-0026949-3","0402","","2.Support","IBOKMOJE","","","TOP"
"R76","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","2.Support","YSBTWSHY","","","BOTTOM"
"R77","RES, 10.0, 0.1%, 0.063 W, 0402","CMP-0026765-1","CPF0402","","2.Support","JRKMOSTG","","","BOTTOM"
